,step,success,seed,env,agent,episode_success,env_step,reward,episode_reward
87,1000000,0.0,1,stack-cube,DreamerV3,0.0,1000000,,
88,1100000,0.0,1,stack-cube,DreamerV3,0.0,1100000,,
89,1200000,0.0,1,stack-cube,DreamerV3,0.0,1200000,,
90,1300000,0.0,1,stack-cube,DreamerV3,0.0,1300000,,
91,1400000,0.0,1,stack-cube,DreamerV3,0.0,1400000,,
92,1500000,0.0,1,stack-cube,DreamerV3,0.0,1500000,,
93,1600000,0.0,1,stack-cube,DreamerV3,0.0,1600000,,
94,1700000,0.0,1,stack-cube,DreamerV3,0.0,1700000,,
95,1800000,0.0,1,stack-cube,DreamerV3,0.0,1800000,,
96,1900000,0.0,1,stack-cube,DreamerV3,0.0,1900000,,
97,2000000,0.0,1,stack-cube,DreamerV3,0.0,2000000,,
98,2100000,0.0,1,stack-cube,DreamerV3,0.0,2100000,,
99,2200000,0.0,1,stack-cube,DreamerV3,0.0,2200000,,
100,2300000,0.0,1,stack-cube,DreamerV3,0.0,2300000,,
101,2400000,0.0,1,stack-cube,DreamerV3,0.0,2400000,,
102,2500000,0.0,1,stack-cube,DreamerV3,0.0,2500000,,
103,2600000,0.0,1,stack-cube,DreamerV3,0.0,2600000,,
104,2700000,0.0,1,stack-cube,DreamerV3,0.0,2700000,,
105,2800000,0.0,1,stack-cube,DreamerV3,0.0,2800000,,
106,2900000,0.0,1,stack-cube,DreamerV3,0.0,2900000,,
107,3000000,0.0,1,stack-cube,DreamerV3,0.0,3000000,,
108,3100000,0.0,1,stack-cube,DreamerV3,0.0,3100000,,
109,3200000,0.0,1,stack-cube,DreamerV3,0.0,3200000,,
110,3300000,0.0,1,stack-cube,DreamerV3,0.0,3300000,,
111,3400000,0.0,1,stack-cube,DreamerV3,0.0,3400000,,
112,3500000,0.0,1,stack-cube,DreamerV3,0.0,3500000,,
113,3600000,0.0,1,stack-cube,DreamerV3,0.0,3600000,,
114,3700000,0.0,1,stack-cube,DreamerV3,0.0,3700000,,
115,3800000,0.0,1,stack-cube,DreamerV3,0.0,3800000,,
116,3900000,0.0,1,stack-cube,DreamerV3,0.0,3900000,,
117,4000000,0.0,1,stack-cube,DreamerV3,0.0,4000000,,
0,50000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,50000,,
1,100000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,100000,,
2,150000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,150000,,
3,200000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,200000,,
4,250000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,250000,,
5,300000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,300000,,
6,350000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,350000,,
7,400000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,400000,,
8,450000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,450000,,
9,500000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,500000,,
10,550000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,550000,,
11,600000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,600000,,
12,650000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,650000,,
13,700000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,700000,,
14,750000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,750000,,
15,800000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,800000,,
16,850000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,850000,,
17,900000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,900000,,
18,950000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,950000,,
19,1000000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1000000,,
20,1050000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1050000,,
21,1100000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1100000,,
22,1150000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1150000,,
23,1200000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1200000,,
24,1300000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1300000,,
25,1350000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1350000,,
26,1400000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1400000,,
27,1450000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1450000,,
28,1500000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1500000,,
29,1550000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1550000,,
30,1600000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1600000,,
31,1650000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1650000,,
32,1700000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1700000,,
33,1750000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1750000,,
34,1800000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1800000,,
35,1850000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1850000,,
36,1900000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1900000,,
37,1950000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,1950000,,
38,2000000,0.0,3,myo-hand-pen-twirl,DreamerV3,0.0,2000000,,
39,50000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,50000,,
40,100000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,100000,,
41,150000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,150000,,
42,200000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,200000,,
43,250000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,250000,,
44,300000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,300000,,
45,350000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,350000,,
46,400000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,400000,,
47,450000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,450000,,
48,500000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,500000,,
49,550000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,550000,,
50,600000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,600000,,
51,650000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,650000,,
52,700000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,700000,,
53,750000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,750000,,
54,800000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,800000,,
55,850000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,850000,,
56,900000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,900000,,
57,950000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,950000,,
58,1000000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1000000,,
59,1050000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1050000,,
60,1100000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1100000,,
61,1150000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1150000,,
62,1200000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1200000,,
63,1250000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1250000,,
64,1300000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1300000,,
65,1350000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1350000,,
66,1450000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1450000,,
67,1500000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1500000,,
68,1550000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1550000,,
69,1600000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1600000,,
70,1650000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1650000,,
71,1700000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1700000,,
72,1750000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1750000,,
73,1800000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1800000,,
74,1850000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1850000,,
75,1900000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1900000,,
76,1950000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,1950000,,
77,2000000,0.0,1,myo-hand-pen-twirl,DreamerV3,0.0,2000000,,
78,0,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,0,,
79,50000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,50000,,
80,100000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,100000,,
81,150000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,150000,,
82,200000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,200000,,
83,250000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,250000,,
84,300000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,300000,,
85,350000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,350000,,
86,400000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,400000,,
87,450000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,450000,,
88,500000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,500000,,
89,550000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,550000,,
90,600000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,600000,,
91,650000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,650000,,
92,700000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,700000,,
93,750000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,750000,,
94,800000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,800000,,
95,850000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,850000,,
96,900000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,900000,,
97,950000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,950000,,
98,1000000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1000000,,
99,1050000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1050000,,
100,1100000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1100000,,
101,1150000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1150000,,
102,1200000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1200000,,
103,1250000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1250000,,
104,1300000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1300000,,
105,1350000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1350000,,
106,1400000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1400000,,
107,1450000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1450000,,
108,1500000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1500000,,
109,1600000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1600000,,
110,1650000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1650000,,
111,1700000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1700000,,
112,1750000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1750000,,
113,1800000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1800000,,
114,1850000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1850000,,
115,1950000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,1950000,,
116,2000000,0.0,2,myo-hand-pen-twirl,DreamerV3,0.0,2000000,,
0,0,0.25,3,mw-handle-pull,DreamerV3,0.25,0,,
1,100000,0.1,3,mw-handle-pull,DreamerV3,0.1,100000,,
2,200000,0.0,3,mw-handle-pull,DreamerV3,0.0,200000,,
3,300000,0.0,3,mw-handle-pull,DreamerV3,0.0,300000,,
4,400000,0.0,3,mw-handle-pull,DreamerV3,0.0,400000,,
5,500000,0.0,3,mw-handle-pull,DreamerV3,0.0,500000,,
6,600000,0.0,3,mw-handle-pull,DreamerV3,0.0,600000,,
7,700000,0.7,3,mw-handle-pull,DreamerV3,0.7,700000,,
8,800000,1.0,3,mw-handle-pull,DreamerV3,1.0,800000,,
9,900000,0.9,3,mw-handle-pull,DreamerV3,0.9,900000,,
10,1000000,0.42,3,mw-handle-pull,DreamerV3,0.42,1000000,,
11,1100000,0.0,3,mw-handle-pull,DreamerV3,0.0,1100000,,
12,1200000,0.0,3,mw-handle-pull,DreamerV3,0.0,1200000,,
13,1300000,0.1,3,mw-handle-pull,DreamerV3,0.1,1300000,,
14,1400000,0.65,3,mw-handle-pull,DreamerV3,0.65,1400000,,
15,1500000,0.35,3,mw-handle-pull,DreamerV3,0.35,1500000,,
16,1600000,0.48,3,mw-handle-pull,DreamerV3,0.48,1600000,,
17,1700000,0.6,3,mw-handle-pull,DreamerV3,0.6,1700000,,
18,1800000,0.0,3,mw-handle-pull,DreamerV3,0.0,1800000,,
19,1900000,0.4,3,mw-handle-pull,DreamerV3,0.4,1900000,,
20,2000000,0.1,3,mw-handle-pull,DreamerV3,0.1,2000000,,
21,0,0.0,1,mw-handle-pull,DreamerV3,0.0,0,,
22,100000,0.87,1,mw-handle-pull,DreamerV3,0.87,100000,,
23,200000,0.3,1,mw-handle-pull,DreamerV3,0.3,200000,,
24,300000,0.25,1,mw-handle-pull,DreamerV3,0.25,300000,,
25,400000,0.2,1,mw-handle-pull,DreamerV3,0.2,400000,,
26,500000,0.77,1,mw-handle-pull,DreamerV3,0.77,500000,,
27,600000,0.5,1,mw-handle-pull,DreamerV3,0.5,600000,,
28,700000,0.6,1,mw-handle-pull,DreamerV3,0.6,700000,,
29,800000,0.1,1,mw-handle-pull,DreamerV3,0.1,800000,,
30,900000,0.5,1,mw-handle-pull,DreamerV3,0.5,900000,,
31,1000000,0.25,1,mw-handle-pull,DreamerV3,0.25,1000000,,
32,1100000,0.2,1,mw-handle-pull,DreamerV3,0.2,1100000,,
33,1200000,0.05,1,mw-handle-pull,DreamerV3,0.05,1200000,,
34,1300000,0.3,1,mw-handle-pull,DreamerV3,0.3,1300000,,
35,1400000,0.1,1,mw-handle-pull,DreamerV3,0.1,1400000,,
36,1500000,0.2,1,mw-handle-pull,DreamerV3,0.2,1500000,,
37,1600000,0.7,1,mw-handle-pull,DreamerV3,0.7,1600000,,
38,1700000,0.55,1,mw-handle-pull,DreamerV3,0.55,1700000,,
39,1800000,0.4,1,mw-handle-pull,DreamerV3,0.4,1800000,,
40,1900000,0.58,1,mw-handle-pull,DreamerV3,0.58,1900000,,
41,2000000,0.6,1,mw-handle-pull,DreamerV3,0.6,2000000,,
42,0,0.0,2,mw-handle-pull,DreamerV3,0.0,0,,
43,100000,0.4,2,mw-handle-pull,DreamerV3,0.4,100000,,
44,200000,0.8,2,mw-handle-pull,DreamerV3,0.8,200000,,
45,300000,0.45,2,mw-handle-pull,DreamerV3,0.45,300000,,
46,400000,0.37,2,mw-handle-pull,DreamerV3,0.37,400000,,
47,500000,0.7,2,mw-handle-pull,DreamerV3,0.7,500000,,
48,600000,0.47,2,mw-handle-pull,DreamerV3,0.47,600000,,
49,700000,0.7,2,mw-handle-pull,DreamerV3,0.7,700000,,
50,800000,0.3,2,mw-handle-pull,DreamerV3,0.3,800000,,
51,900000,0.45,2,mw-handle-pull,DreamerV3,0.45,900000,,
52,1000000,0.6,2,mw-handle-pull,DreamerV3,0.6,1000000,,
53,1100000,0.05,2,mw-handle-pull,DreamerV3,0.05,1100000,,
54,1200000,0.63,2,mw-handle-pull,DreamerV3,0.63,1200000,,
55,1300000,0.3,2,mw-handle-pull,DreamerV3,0.3,1300000,,
56,1400000,0.0,2,mw-handle-pull,DreamerV3,0.0,1400000,,
57,1500000,0.9,2,mw-handle-pull,DreamerV3,0.9,1500000,,
58,1600000,0.5,2,mw-handle-pull,DreamerV3,0.5,1600000,,
59,1700000,0.65,2,mw-handle-pull,DreamerV3,0.65,1700000,,
60,1800000,0.9,2,mw-handle-pull,DreamerV3,0.9,1800000,,
61,1900000,0.67,2,mw-handle-pull,DreamerV3,0.67,1900000,,
62,2000000,0.6,2,mw-handle-pull,DreamerV3,0.6,2000000,,
0,0,0.0,3,mw-coffee-push,DreamerV3,0.0,0,,
1,100000,0.25,3,mw-coffee-push,DreamerV3,0.25,100000,,
2,200000,0.9,3,mw-coffee-push,DreamerV3,0.9,200000,,
3,300000,0.6,3,mw-coffee-push,DreamerV3,0.6,300000,,
4,400000,0.8,3,mw-coffee-push,DreamerV3,0.8,400000,,
5,500000,0.55,3,mw-coffee-push,DreamerV3,0.55,500000,,
6,600000,0.65,3,mw-coffee-push,DreamerV3,0.65,600000,,
7,700000,0.55,3,mw-coffee-push,DreamerV3,0.55,700000,,
8,800000,0.23,3,mw-coffee-push,DreamerV3,0.23,800000,,
9,900000,0.63,3,mw-coffee-push,DreamerV3,0.63,900000,,
10,1000000,0.75,3,mw-coffee-push,DreamerV3,0.75,1000000,,
11,1100000,0.5,3,mw-coffee-push,DreamerV3,0.5,1100000,,
12,1200000,0.9,3,mw-coffee-push,DreamerV3,0.9,1200000,,
13,1300000,0.97,3,mw-coffee-push,DreamerV3,0.97,1300000,,
14,1400000,0.6,3,mw-coffee-push,DreamerV3,0.6,1400000,,
15,1500000,0.77,3,mw-coffee-push,DreamerV3,0.77,1500000,,
16,1600000,0.8,3,mw-coffee-push,DreamerV3,0.8,1600000,,
17,1700000,0.6,3,mw-coffee-push,DreamerV3,0.6,1700000,,
18,1800000,0.7,3,mw-coffee-push,DreamerV3,0.7,1800000,,
19,1900000,0.15,3,mw-coffee-push,DreamerV3,0.15,1900000,,
20,2000000,0.53,3,mw-coffee-push,DreamerV3,0.53,2000000,,
21,0,0.0,2,mw-coffee-push,DreamerV3,0.0,0,,
22,100000,0.0,2,mw-coffee-push,DreamerV3,0.0,100000,,
23,200000,0.17,2,mw-coffee-push,DreamerV3,0.17,200000,,
24,300000,0.43,2,mw-coffee-push,DreamerV3,0.43,300000,,
25,400000,0.77,2,mw-coffee-push,DreamerV3,0.77,400000,,
26,500000,0.85,2,mw-coffee-push,DreamerV3,0.85,500000,,
27,600000,0.88,2,mw-coffee-push,DreamerV3,0.88,600000,,
28,700000,0.83,2,mw-coffee-push,DreamerV3,0.83,700000,,
29,800000,0.6,2,mw-coffee-push,DreamerV3,0.6,800000,,
30,900000,0.8,2,mw-coffee-push,DreamerV3,0.8,900000,,
31,1000000,0.7,2,mw-coffee-push,DreamerV3,0.7,1000000,,
32,1100000,0.8,2,mw-coffee-push,DreamerV3,0.8,1100000,,
33,1200000,0.9,2,mw-coffee-push,DreamerV3,0.9,1200000,,
34,1300000,0.9,2,mw-coffee-push,DreamerV3,0.9,1300000,,
35,1400000,0.97,2,mw-coffee-push,DreamerV3,0.97,1400000,,
36,1500000,1.0,2,mw-coffee-push,DreamerV3,1.0,1500000,,
37,1600000,0.88,2,mw-coffee-push,DreamerV3,0.88,1600000,,
38,1700000,1.0,2,mw-coffee-push,DreamerV3,1.0,1700000,,
39,1800000,0.9,2,mw-coffee-push,DreamerV3,0.9,1800000,,
40,1900000,1.0,2,mw-coffee-push,DreamerV3,1.0,1900000,,
41,2000000,0.9,2,mw-coffee-push,DreamerV3,0.9,2000000,,
42,0,0.0,1,mw-coffee-push,DreamerV3,0.0,0,,
43,100000,0.55,1,mw-coffee-push,DreamerV3,0.55,100000,,
44,200000,0.4,1,mw-coffee-push,DreamerV3,0.4,200000,,
45,300000,0.6,1,mw-coffee-push,DreamerV3,0.6,300000,,
46,400000,0.5,1,mw-coffee-push,DreamerV3,0.5,400000,,
47,500000,0.7,1,mw-coffee-push,DreamerV3,0.7,500000,,
48,600000,0.6,1,mw-coffee-push,DreamerV3,0.6,600000,,
49,700000,0.5,1,mw-coffee-push,DreamerV3,0.5,700000,,
50,800000,0.47,1,mw-coffee-push,DreamerV3,0.47,800000,,
51,900000,0.75,1,mw-coffee-push,DreamerV3,0.75,900000,,
52,1000000,0.53,1,mw-coffee-push,DreamerV3,0.53,1000000,,
53,1100000,0.5,1,mw-coffee-push,DreamerV3,0.5,1100000,,
54,1200000,0.55,1,mw-coffee-push,DreamerV3,0.55,1200000,,
55,1300000,0.47,1,mw-coffee-push,DreamerV3,0.47,1300000,,
56,1400000,0.35,1,mw-coffee-push,DreamerV3,0.35,1400000,,
57,1500000,0.27,1,mw-coffee-push,DreamerV3,0.27,1500000,,
58,1600000,0.4,1,mw-coffee-push,DreamerV3,0.4,1600000,,
59,1700000,0.15,1,mw-coffee-push,DreamerV3,0.15,1700000,,
60,1800000,0.8,1,mw-coffee-push,DreamerV3,0.8,1800000,,
61,1900000,0.27,1,mw-coffee-push,DreamerV3,0.27,1900000,,
62,2000000,0.63,1,mw-coffee-push,DreamerV3,0.63,2000000,,
0,0,0.0,3,mw-reach-wall,DreamerV3,0.0,0,,
1,100000,0.05,3,mw-reach-wall,DreamerV3,0.05,100000,,
2,200000,0.15,3,mw-reach-wall,DreamerV3,0.15,200000,,
3,300000,0.13,3,mw-reach-wall,DreamerV3,0.13,300000,,
4,400000,0.18,3,mw-reach-wall,DreamerV3,0.18,400000,,
5,500000,0.0,3,mw-reach-wall,DreamerV3,0.0,500000,,
6,600000,0.1,3,mw-reach-wall,DreamerV3,0.1,600000,,
7,700000,0.2,3,mw-reach-wall,DreamerV3,0.2,700000,,
8,800000,0.2,3,mw-reach-wall,DreamerV3,0.2,800000,,
9,900000,0.27,3,mw-reach-wall,DreamerV3,0.27,900000,,
10,1000000,0.0,3,mw-reach-wall,DreamerV3,0.0,1000000,,
11,1100000,0.1,3,mw-reach-wall,DreamerV3,0.1,1100000,,
12,1200000,0.0,3,mw-reach-wall,DreamerV3,0.0,1200000,,
13,1300000,0.5,3,mw-reach-wall,DreamerV3,0.5,1300000,,
14,1400000,0.0,3,mw-reach-wall,DreamerV3,0.0,1400000,,
15,1500000,0.27,3,mw-reach-wall,DreamerV3,0.27,1500000,,
16,1600000,0.1,3,mw-reach-wall,DreamerV3,0.1,1600000,,
17,1700000,0.1,3,mw-reach-wall,DreamerV3,0.1,1700000,,
18,1800000,0.0,3,mw-reach-wall,DreamerV3,0.0,1800000,,
19,1900000,0.03,3,mw-reach-wall,DreamerV3,0.03,1900000,,
20,2000000,0.0,3,mw-reach-wall,DreamerV3,0.0,2000000,,
21,0,0.0,1,mw-reach-wall,DreamerV3,0.0,0,,
22,100000,0.27,1,mw-reach-wall,DreamerV3,0.27,100000,,
23,200000,0.0,1,mw-reach-wall,DreamerV3,0.0,200000,,
24,300000,0.0,1,mw-reach-wall,DreamerV3,0.0,300000,,
25,400000,0.0,1,mw-reach-wall,DreamerV3,0.0,400000,,
26,500000,0.35,1,mw-reach-wall,DreamerV3,0.35,500000,,
27,600000,0.3,1,mw-reach-wall,DreamerV3,0.3,600000,,
28,700000,0.17,1,mw-reach-wall,DreamerV3,0.17,700000,,
29,800000,0.05,1,mw-reach-wall,DreamerV3,0.05,800000,,
30,900000,0.2,1,mw-reach-wall,DreamerV3,0.2,900000,,
31,1000000,0.33,1,mw-reach-wall,DreamerV3,0.33,1000000,,
32,1100000,0.0,1,mw-reach-wall,DreamerV3,0.0,1100000,,
33,1200000,0.1,1,mw-reach-wall,DreamerV3,0.1,1200000,,
34,1300000,0.02,1,mw-reach-wall,DreamerV3,0.02,1300000,,
35,1400000,0.2,1,mw-reach-wall,DreamerV3,0.2,1400000,,
36,1500000,0.05,1,mw-reach-wall,DreamerV3,0.05,1500000,,
37,1600000,0.2,1,mw-reach-wall,DreamerV3,0.2,1600000,,
38,1700000,0.17,1,mw-reach-wall,DreamerV3,0.17,1700000,,
39,1800000,0.38,1,mw-reach-wall,DreamerV3,0.38,1800000,,
40,1900000,0.07,1,mw-reach-wall,DreamerV3,0.07,1900000,,
41,2000000,0.0,1,mw-reach-wall,DreamerV3,0.0,2000000,,
42,0,0.0,2,mw-reach-wall,DreamerV3,0.0,0,,
43,100000,0.0,2,mw-reach-wall,DreamerV3,0.0,100000,,
44,200000,0.15,2,mw-reach-wall,DreamerV3,0.15,200000,,
45,300000,0.1,2,mw-reach-wall,DreamerV3,0.1,300000,,
46,400000,0.3,2,mw-reach-wall,DreamerV3,0.3,400000,,
47,500000,0.65,2,mw-reach-wall,DreamerV3,0.65,500000,,
48,600000,0.2,2,mw-reach-wall,DreamerV3,0.2,600000,,
49,700000,0.0,2,mw-reach-wall,DreamerV3,0.0,700000,,
50,800000,0.15,2,mw-reach-wall,DreamerV3,0.15,800000,,
51,900000,0.35,2,mw-reach-wall,DreamerV3,0.35,900000,,
52,1000000,0.1,2,mw-reach-wall,DreamerV3,0.1,1000000,,
53,1100000,0.25,2,mw-reach-wall,DreamerV3,0.25,1100000,,
54,1200000,0.1,2,mw-reach-wall,DreamerV3,0.1,1200000,,
55,1300000,0.35,2,mw-reach-wall,DreamerV3,0.35,1300000,,
56,1400000,0.4,2,mw-reach-wall,DreamerV3,0.4,1400000,,
57,1500000,0.1,2,mw-reach-wall,DreamerV3,0.1,1500000,,
58,1600000,0.03,2,mw-reach-wall,DreamerV3,0.03,1600000,,
59,1700000,0.0,2,mw-reach-wall,DreamerV3,0.0,1700000,,
60,1800000,0.1,2,mw-reach-wall,DreamerV3,0.1,1800000,,
61,1900000,0.0,2,mw-reach-wall,DreamerV3,0.0,1900000,,
62,2000000,0.0,2,mw-reach-wall,DreamerV3,0.0,2000000,,
0,100000,0.13,3,mw-lever-pull,DreamerV3,0.13,100000,,
1,200000,0.18,3,mw-lever-pull,DreamerV3,0.18,200000,,
2,300000,0.3,3,mw-lever-pull,DreamerV3,0.3,300000,,
3,400000,0.2,3,mw-lever-pull,DreamerV3,0.2,400000,,
4,500000,0.2,3,mw-lever-pull,DreamerV3,0.2,500000,,
5,600000,0.27,3,mw-lever-pull,DreamerV3,0.27,600000,,
6,700000,0.3,3,mw-lever-pull,DreamerV3,0.3,700000,,
7,800000,0.27,3,mw-lever-pull,DreamerV3,0.27,800000,,
8,900000,0.02,3,mw-lever-pull,DreamerV3,0.02,900000,,
9,1000000,0.47,3,mw-lever-pull,DreamerV3,0.47,1000000,,
10,1100000,0.1,3,mw-lever-pull,DreamerV3,0.1,1100000,,
11,1200000,0.3,3,mw-lever-pull,DreamerV3,0.3,1200000,,
12,1300000,0.2,3,mw-lever-pull,DreamerV3,0.2,1300000,,
13,1400000,0.2,3,mw-lever-pull,DreamerV3,0.2,1400000,,
14,1500000,0.6,3,mw-lever-pull,DreamerV3,0.6,1500000,,
15,1600000,0.3,3,mw-lever-pull,DreamerV3,0.3,1600000,,
16,1700000,0.3,3,mw-lever-pull,DreamerV3,0.3,1700000,,
17,1800000,0.3,3,mw-lever-pull,DreamerV3,0.3,1800000,,
18,1900000,0.53,3,mw-lever-pull,DreamerV3,0.53,1900000,,
19,2000000,0.3,3,mw-lever-pull,DreamerV3,0.3,2000000,,
20,0,0.0,1,mw-lever-pull,DreamerV3,0.0,0,,
21,100000,0.25,1,mw-lever-pull,DreamerV3,0.25,100000,,
22,200000,0.25,1,mw-lever-pull,DreamerV3,0.25,200000,,
23,300000,0.15,1,mw-lever-pull,DreamerV3,0.15,300000,,
24,400000,0.2,1,mw-lever-pull,DreamerV3,0.2,400000,,
25,500000,0.2,1,mw-lever-pull,DreamerV3,0.2,500000,,
26,600000,0.2,1,mw-lever-pull,DreamerV3,0.2,600000,,
27,700000,0.45,1,mw-lever-pull,DreamerV3,0.45,700000,,
28,800000,0.2,1,mw-lever-pull,DreamerV3,0.2,800000,,
29,900000,0.1,1,mw-lever-pull,DreamerV3,0.1,900000,,
